[ 2013-12-09T10:02:10+08:00 ] / | INFO: Tag[ app_begin ] --START--
[ 2013-12-09T10:02:11+08:00 ] / | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001491s ]
[ 2013-12-09T10:02:11+08:00 ] / | INFO: Tag[ app_begin ] --END-- [ RunTime:0.021565s ]
[ 2013-12-09T10:02:11+08:00 ] / | SQL: SHOW COLUMNS FROM `indexmenu` [ RunTime:0.003043s ]
[ 2013-12-09T10:02:11+08:00 ] / | SQL: SELECT * FROM `indexmenu` WHERE isdel=0 ORDER BY sort  [ RunTime:0.002071s ]
[ 2013-12-09T10:02:11+08:00 ] / | INFO: Tag[ view_template ] --START--
[ 2013-12-09T10:02:11+08:00 ] / | INFO: Run LocationTemplate Behavior [ RunTime:0.003607s ]
[ 2013-12-09T10:02:11+08:00 ] / | INFO: Tag[ view_template ] --END-- [ RunTime:0.003719s ]
[ 2013-12-09T10:02:11+08:00 ] / | INFO: Tag[ view_parse ] --START--
[ 2013-12-09T10:02:11+08:00 ] / | INFO: Run ParseTemplate Behavior [ RunTime:0.021015s ]
[ 2013-12-09T10:02:11+08:00 ] / | INFO: Tag[ view_parse ] --END-- [ RunTime:0.021118s ]
[ 2013-12-09T10:02:11+08:00 ] / | INFO: Tag[ view_filter ] --START--
[ 2013-12-09T10:02:11+08:00 ] / | INFO: Run ContentReplace Behavior [ RunTime:0.001255s ]
[ 2013-12-09T10:02:11+08:00 ] / | INFO: Run TokenBuild Behavior [ RunTime:0.000989s ]
[ 2013-12-09T10:02:11+08:00 ] / | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000876s ]
[ 2013-12-09T10:02:11+08:00 ] / | INFO: Run ShowRuntime Behavior [ RunTime:0.001353s ]
[ 2013-12-09T10:02:11+08:00 ] / | INFO: Tag[ view_filter ] --END-- [ RunTime:0.004677s ]
[ 2013-12-09T10:02:11+08:00 ] / | SQL: SHOW COLUMNS FROM `news` [ RunTime:0.003351s ]
[ 2013-12-09T10:02:11+08:00 ] / | SQL: SELECT `id`,`newtitle`,`count` FROM `news` ORDER BY count LIMIT 10   [ RunTime:0.050322s ]
[ 2013-12-09T10:02:11+08:00 ] / | INFO: Tag[ view_template ] --START--
[ 2013-12-09T10:02:11+08:00 ] / | INFO: Run LocationTemplate Behavior [ RunTime:0.001021s ]
[ 2013-12-09T10:02:11+08:00 ] / | INFO: Tag[ view_template ] --END-- [ RunTime:-0.080377s ]
[ 2013-12-09T10:02:11+08:00 ] / | INFO: Tag[ view_parse ] --START--
[ 2013-12-09T10:02:11+08:00 ] / | INFO: Run ParseTemplate Behavior [ RunTime:0.004391s ]
[ 2013-12-09T10:02:11+08:00 ] / | INFO: Tag[ view_parse ] --END-- [ RunTime:-0.060318s ]
[ 2013-12-09T10:02:11+08:00 ] / | INFO: Tag[ view_filter ] --START--
[ 2013-12-09T10:02:11+08:00 ] / | INFO: Run ContentReplace Behavior [ RunTime:0.000099s ]
[ 2013-12-09T10:02:11+08:00 ] / | INFO: Run TokenBuild Behavior [ RunTime:0.000067s ]
[ 2013-12-09T10:02:11+08:00 ] / | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000021s ]
[ 2013-12-09T10:02:11+08:00 ] / | INFO: Run ShowRuntime Behavior [ RunTime:0.000119s ]
[ 2013-12-09T10:02:11+08:00 ] / | INFO: Tag[ view_filter ] --END-- [ RunTime:-0.060114s ]
[ 2013-12-09T10:02:11+08:00 ] / | INFO: Tag[ view_template ] --START--
[ 2013-12-09T10:02:11+08:00 ] / | INFO: Run LocationTemplate Behavior [ RunTime:0.001110s ]
[ 2013-12-09T10:02:11+08:00 ] / | INFO: Tag[ view_template ] --END-- [ RunTime:-0.086547s ]
[ 2013-12-09T10:02:11+08:00 ] / | INFO: Tag[ view_parse ] --START--
[ 2013-12-09T10:02:11+08:00 ] / | INFO: Run ParseTemplate Behavior [ RunTime:0.002281s ]
[ 2013-12-09T10:02:11+08:00 ] / | INFO: Tag[ view_parse ] --END-- [ RunTime:-0.066573s ]
[ 2013-12-09T10:02:11+08:00 ] / | INFO: Tag[ view_filter ] --START--
[ 2013-12-09T10:02:11+08:00 ] / | INFO: Run ContentReplace Behavior [ RunTime:0.000082s ]
[ 2013-12-09T10:02:11+08:00 ] / | INFO: Run TokenBuild Behavior [ RunTime:0.000067s ]
[ 2013-12-09T10:02:11+08:00 ] / | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000021s ]
[ 2013-12-09T10:02:11+08:00 ] / | INFO: Run ShowRuntime Behavior [ RunTime:0.000115s ]
[ 2013-12-09T10:02:11+08:00 ] / | INFO: Tag[ view_filter ] --END-- [ RunTime:-0.064256s ]
