[ 2013-12-04T11:45:20+08:00 ] / | INFO: Tag[ app_begin ] --START--
[ 2013-12-04T11:45:20+08:00 ] / | INFO: Run ReadHtmlCache Behavior [ RunTime:0.004350s ]
[ 2013-12-04T11:45:20+08:00 ] / | INFO: Tag[ app_begin ] --END-- [ RunTime:0.004664s ]
[ 2013-12-04T11:45:20+08:00 ] / | SQL: SHOW COLUMNS FROM `indexmenu` [ RunTime:0.020202s ]
[ 2013-12-04T11:45:20+08:00 ] / | SQL: SELECT * FROM `indexmenu` WHERE isdel=0 ORDER BY sort  [ RunTime:0.002376s ]
[ 2013-12-04T11:45:20+08:00 ] / | INFO: Tag[ view_template ] --START--
[ 2013-12-04T11:45:20+08:00 ] / | INFO: Run LocationTemplate Behavior [ RunTime:0.003414s ]
[ 2013-12-04T11:45:20+08:00 ] / | INFO: Tag[ view_template ] --END-- [ RunTime:0.003551s ]
[ 2013-12-04T11:45:20+08:00 ] / | INFO: Tag[ view_parse ] --START--
[ 2013-12-04T11:45:20+08:00 ] / | INFO: Run ParseTemplate Behavior [ RunTime:0.062152s ]
[ 2013-12-04T11:45:20+08:00 ] / | INFO: Tag[ view_parse ] --END-- [ RunTime:0.062309s ]
[ 2013-12-04T11:45:20+08:00 ] / | INFO: Tag[ view_filter ] --START--
[ 2013-12-04T11:45:20+08:00 ] / | INFO: Run ContentReplace Behavior [ RunTime:0.002329s ]
[ 2013-12-04T11:45:20+08:00 ] / | INFO: Run TokenBuild Behavior [ RunTime:0.006284s ]
[ 2013-12-04T11:45:20+08:00 ] / | INFO: Run WriteHtmlCache Behavior [ RunTime:0.002996s ]
[ 2013-12-04T11:45:20+08:00 ] / | INFO: Run ShowRuntime Behavior [ RunTime:0.003268s ]
[ 2013-12-04T11:45:20+08:00 ] / | INFO: Tag[ view_filter ] --END-- [ RunTime:0.015538s ]
[ 2013-12-04T11:45:20+08:00 ] / | SQL: SHOW COLUMNS FROM `news` [ RunTime:0.004767s ]
[ 2013-12-04T11:45:20+08:00 ] / | SQL: SELECT `id`,`newtitle`,`count` FROM `news` ORDER BY count LIMIT 10   [ RunTime:0.002235s ]
[ 2013-12-04T11:45:20+08:00 ] / | INFO: Tag[ view_template ] --START--
[ 2013-12-04T11:45:20+08:00 ] / | INFO: Run LocationTemplate Behavior [ RunTime:0.002684s ]
[ 2013-12-04T11:45:20+08:00 ] / | INFO: Tag[ view_template ] --END-- [ RunTime:-0.086447s ]
[ 2013-12-04T11:45:20+08:00 ] / | INFO: Tag[ view_parse ] --START--
[ 2013-12-04T11:45:20+08:00 ] / | INFO: Run ParseTemplate Behavior [ RunTime:0.008011s ]
[ 2013-12-04T11:45:20+08:00 ] / | INFO: Tag[ view_parse ] --END-- [ RunTime:-0.027108s ]
[ 2013-12-04T11:45:20+08:00 ] / | INFO: Tag[ view_filter ] --START--
[ 2013-12-04T11:45:20+08:00 ] / | INFO: Run ContentReplace Behavior [ RunTime:0.000163s ]
[ 2013-12-04T11:45:20+08:00 ] / | INFO: Run TokenBuild Behavior [ RunTime:0.000115s ]
[ 2013-12-04T11:45:20+08:00 ] / | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000035s ]
[ 2013-12-04T11:45:20+08:00 ] / | INFO: Run ShowRuntime Behavior [ RunTime:0.000206s ]
[ 2013-12-04T11:45:20+08:00 ] / | INFO: Tag[ view_filter ] --END-- [ RunTime:-0.019755s ]
[ 2013-12-04T11:45:20+08:00 ] / | INFO: Tag[ view_template ] --START--
[ 2013-12-04T11:45:20+08:00 ] / | INFO: Run LocationTemplate Behavior [ RunTime:0.001973s ]
[ 2013-12-04T11:45:20+08:00 ] / | INFO: Tag[ view_template ] --END-- [ RunTime:-0.098687s ]
[ 2013-12-04T11:45:20+08:00 ] / | INFO: Tag[ view_parse ] --START--
[ 2013-12-04T11:45:20+08:00 ] / | INFO: Run ParseTemplate Behavior [ RunTime:0.006270s ]
[ 2013-12-04T11:45:20+08:00 ] / | INFO: Tag[ view_parse ] --END-- [ RunTime:-0.038668s ]
[ 2013-12-04T11:45:20+08:00 ] / | INFO: Tag[ view_filter ] --START--
[ 2013-12-04T11:45:20+08:00 ] / | INFO: Run ContentReplace Behavior [ RunTime:0.000137s ]
[ 2013-12-04T11:45:20+08:00 ] / | INFO: Run TokenBuild Behavior [ RunTime:0.000114s ]
[ 2013-12-04T11:45:20+08:00 ] / | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000035s ]
[ 2013-12-04T11:45:20+08:00 ] / | INFO: Run ShowRuntime Behavior [ RunTime:0.000197s ]
[ 2013-12-04T11:45:20+08:00 ] / | INFO: Tag[ view_filter ] --END-- [ RunTime:-0.029601s ]
[ 2013-12-04T11:45:20+08:00 ] / | SQL: SELECT `id`,`newtitle`,`fstcreate` FROM `news` ORDER BY id LIMIT 10   [ RunTime:0.000895s ]
[ 2013-12-04T11:45:20+08:00 ] / | SQL: SELECT `id`,`newtitle`,`fstcreate`,`count` FROM `news` ORDER BY count,id LIMIT 10   [ RunTime:0.001349s ]
[ 2013-12-04T11:45:20+08:00 ] / | SQL: SELECT news.id,count(comment.type) as counts,news.newtitle FROM `news` left join comment on comment.type=news.id WHERE comment.isdel=1 GROUP BY comment.type ORDER BY counts desc  [ RunTime:0.000952s ]
[ 2013-12-04T11:45:20+08:00 ] / | INFO: Tag[ view_template ] --START--
[ 2013-12-04T11:45:20+08:00 ] / | INFO: Run LocationTemplate Behavior [ RunTime:0.002705s ]
[ 2013-12-04T11:45:20+08:00 ] / | INFO: Tag[ view_template ] --END-- [ RunTime:-0.113878s ]
[ 2013-12-04T11:45:20+08:00 ] / | INFO: Tag[ view_parse ] --START--
[ 2013-12-04T11:45:20+08:00 ] / | INFO: Run ParseTemplate Behavior [ RunTime:0.019363s ]
[ 2013-12-04T11:45:20+08:00 ] / | INFO: Tag[ view_parse ] --END-- [ RunTime:-0.054465s ]
[ 2013-12-04T11:45:20+08:00 ] / | INFO: Tag[ view_filter ] --START--
[ 2013-12-04T11:45:20+08:00 ] / | INFO: Run ContentReplace Behavior [ RunTime:0.000149s ]
[ 2013-12-04T11:45:20+08:00 ] / | INFO: Run TokenBuild Behavior [ RunTime:0.000113s ]
[ 2013-12-04T11:45:20+08:00 ] / | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000035s ]
[ 2013-12-04T11:45:20+08:00 ] / | INFO: Run ShowRuntime Behavior [ RunTime:0.000215s ]
[ 2013-12-04T11:45:20+08:00 ] / | INFO: Tag[ view_filter ] --END-- [ RunTime:-0.058424s ]
[ 2013-12-04T11:45:20+08:00 ] / | SQL: SHOW COLUMNS FROM `newtype` [ RunTime:0.005884s ]
[ 2013-12-04T11:45:20+08:00 ] / | SQL: SELECT * FROM `newtype` WHERE isdel=0   [ RunTime:0.001458s ]
[ 2013-12-04T11:45:20+08:00 ] / | INFO: Tag[ view_template ] --START--
[ 2013-12-04T11:45:20+08:00 ] / | INFO: Run LocationTemplate Behavior [ RunTime:0.002629s ]
[ 2013-12-04T11:45:20+08:00 ] / | INFO: Tag[ view_template ] --END-- [ RunTime:-0.146128s ]
[ 2013-12-04T11:45:20+08:00 ] / | INFO: Tag[ view_parse ] --START--
[ 2013-12-04T11:45:20+08:00 ] / | INFO: Run ParseTemplate Behavior [ RunTime:0.006883s ]
[ 2013-12-04T11:45:20+08:00 ] / | INFO: Tag[ view_parse ] --END-- [ RunTime:-0.086633s ]
[ 2013-12-04T11:45:20+08:00 ] / | INFO: Tag[ view_filter ] --START--
[ 2013-12-04T11:45:20+08:00 ] / | INFO: Run ContentReplace Behavior [ RunTime:0.000137s ]
[ 2013-12-04T11:45:20+08:00 ] / | INFO: Run TokenBuild Behavior [ RunTime:0.000113s ]
[ 2013-12-04T11:45:20+08:00 ] / | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000035s ]
[ 2013-12-04T11:45:20+08:00 ] / | INFO: Run ShowRuntime Behavior [ RunTime:0.000190s ]
[ 2013-12-04T11:45:20+08:00 ] / | INFO: Tag[ view_filter ] --END-- [ RunTime:-0.078131s ]
[ 2013-12-04T11:45:20+08:00 ] / | SQL: SELECT COUNT(*) AS tp_count FROM `news` join newtype on newtype.id=news.newtype LIMIT 1   [ RunTime:0.001472s ]
[ 2013-12-04T11:45:20+08:00 ] / | SQL: SELECT news.id,news.newtitle,news.author,news.fstcreate,news.newcontent,`count`,`typename`,`entypename`,`newimg` FROM `news` join newtype on newtype.id=news.newtype ORDER BY id desc  LIMIT 0,32   [ RunTime:0.004925s ]
[ 2013-12-04T11:45:20+08:00 ] / | INFO: Tag[ view_template ] --START--
[ 2013-12-04T11:45:20+08:00 ] / | INFO: Run LocationTemplate Behavior [ RunTime:0.004119s ]
[ 2013-12-04T11:45:20+08:00 ] / | INFO: Tag[ view_template ] --END-- [ RunTime:-0.166182s ]
[ 2013-12-04T11:45:20+08:00 ] / | INFO: Tag[ view_parse ] --START--
[ 2013-12-04T11:45:20+08:00 ] / | INFO: Run ParseTemplate Behavior [ RunTime:0.045823s ]
[ 2013-12-04T11:45:20+08:00 ] / | INFO: Tag[ view_parse ] --END-- [ RunTime:-0.108332s ]
[ 2013-12-04T11:45:20+08:00 ] / | INFO: Tag[ view_filter ] --START--
[ 2013-12-04T11:45:20+08:00 ] / | INFO: Run ContentReplace Behavior [ RunTime:0.000913s ]
[ 2013-12-04T11:45:20+08:00 ] / | INFO: Run TokenBuild Behavior [ RunTime:0.000245s ]
[ 2013-12-04T11:45:20+08:00 ] / | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000068s ]
[ 2013-12-04T11:45:20+08:00 ] / | INFO: Run ShowRuntime Behavior [ RunTime:0.000514s ]
[ 2013-12-04T11:45:20+08:00 ] / | INFO: Tag[ view_filter ] --END-- [ RunTime:-0.138958s ]
[ 2013-12-04T11:45:20+08:00 ] / | INFO: Tag[ view_template ] --START--
[ 2013-12-04T11:45:20+08:00 ] / | INFO: Run LocationTemplate Behavior [ RunTime:0.005276s ]
[ 2013-12-04T11:45:20+08:00 ] / | INFO: Tag[ view_template ] --END-- [ RunTime:-0.219467s ]
[ 2013-12-04T11:45:20+08:00 ] / | INFO: Tag[ view_parse ] --START--
[ 2013-12-04T11:45:20+08:00 ] / | INFO: Run ParseTemplate Behavior [ RunTime:0.014548s ]
[ 2013-12-04T11:45:20+08:00 ] / | INFO: Tag[ view_parse ] --END-- [ RunTime:-0.162766s ]
[ 2013-12-04T11:45:20+08:00 ] / | INFO: Tag[ view_filter ] --START--
[ 2013-12-04T11:45:20+08:00 ] / | INFO: Run ContentReplace Behavior [ RunTime:0.000285s ]
[ 2013-12-04T11:45:20+08:00 ] / | INFO: Run TokenBuild Behavior [ RunTime:0.000221s ]
[ 2013-12-04T11:45:20+08:00 ] / | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000069s ]
[ 2013-12-04T11:45:20+08:00 ] / | INFO: Run ShowRuntime Behavior [ RunTime:0.000396s ]
[ 2013-12-04T11:45:20+08:00 ] / | INFO: Tag[ view_filter ] --END-- [ RunTime:-0.162093s ]
[ 2013-12-04T11:45:20+08:00 ] / | INFO: Tag[ view_template ] --START--
[ 2013-12-04T11:45:20+08:00 ] / | INFO: Run LocationTemplate Behavior [ RunTime:0.005636s ]
[ 2013-12-04T11:45:20+08:00 ] / | INFO: Tag[ view_template ] --END-- [ RunTime:-0.241908s ]
[ 2013-12-04T11:45:20+08:00 ] / | INFO: Tag[ view_parse ] --START--
[ 2013-12-04T11:45:20+08:00 ] / | INFO: Run ParseTemplate Behavior [ RunTime:0.014154s ]
[ 2013-12-04T11:45:20+08:00 ] / | INFO: Tag[ view_parse ] --END-- [ RunTime:-0.185573s ]
[ 2013-12-04T11:45:20+08:00 ] / | INFO: Tag[ view_filter ] --START--
[ 2013-12-04T11:45:20+08:00 ] / | INFO: Run ContentReplace Behavior [ RunTime:0.001041s ]
[ 2013-12-04T11:45:20+08:00 ] / | INFO: Run TokenBuild Behavior [ RunTime:0.000238s ]
[ 2013-12-04T11:45:20+08:00 ] / | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000070s ]
[ 2013-12-04T11:45:20+08:00 ] / | INFO: Run ShowRuntime Behavior [ RunTime:0.000583s ]
[ 2013-12-04T11:45:20+08:00 ] / | INFO: Tag[ view_filter ] --END-- [ RunTime:-0.184550s ]
[ 2013-12-04T11:45:20+08:00 ] / | INFO: Tag[ view_end ] --START--
[ 2013-12-04T11:45:20+08:00 ] / | INFO: Run ShowPageTrace Behavior [ RunTime:0.011338s ]
[ 2013-12-04T11:45:20+08:00 ] / | INFO: Tag[ view_end ] --END-- [ RunTime:0.011588s ]
