[ 2013-12-03T12:21:36+08:00 ] / | INFO: Tag[ app_begin ] --START--
[ 2013-12-03T12:21:36+08:00 ] / | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002061s ]
[ 2013-12-03T12:21:36+08:00 ] / | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002181s ]
[ 2013-12-03T12:21:36+08:00 ] / | SQL: SHOW COLUMNS FROM `indexmenu` [ RunTime:0.002813s ]
[ 2013-12-03T12:21:36+08:00 ] / | SQL: SELECT * FROM `indexmenu` WHERE isdel=0 ORDER BY sort  [ RunTime:0.001990s ]
[ 2013-12-03T12:21:36+08:00 ] / | INFO: Tag[ view_template ] --START--
[ 2013-12-03T12:21:36+08:00 ] / | INFO: Run LocationTemplate Behavior [ RunTime:0.004851s ]
[ 2013-12-03T12:21:36+08:00 ] / | INFO: Tag[ view_template ] --END-- [ RunTime:0.004954s ]
[ 2013-12-03T12:21:36+08:00 ] / | INFO: Tag[ view_parse ] --START--
[ 2013-12-03T12:21:36+08:00 ] / | NOTIC: [8] Undefined index:  uname 04b74bac16018df793b2b10a9602b31e.php 第 16 行.
[ 2013-12-03T12:21:36+08:00 ] / | INFO: Run ParseTemplate Behavior [ RunTime:0.028850s ]
[ 2013-12-03T12:21:36+08:00 ] / | INFO: Tag[ view_parse ] --END-- [ RunTime:0.028933s ]
[ 2013-12-03T12:21:36+08:00 ] / | INFO: Tag[ view_filter ] --START--
[ 2013-12-03T12:21:36+08:00 ] / | INFO: Run ContentReplace Behavior [ RunTime:0.002470s ]
[ 2013-12-03T12:21:36+08:00 ] / | INFO: Run TokenBuild Behavior [ RunTime:0.002487s ]
[ 2013-12-03T12:21:36+08:00 ] / | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001738s ]
[ 2013-12-03T12:21:36+08:00 ] / | INFO: Run ShowRuntime Behavior [ RunTime:0.002467s ]
[ 2013-12-03T12:21:36+08:00 ] / | INFO: Tag[ view_filter ] --END-- [ RunTime:0.009434s ]
[ 2013-12-03T12:21:36+08:00 ] / | SQL: SHOW COLUMNS FROM `news` [ RunTime:0.003208s ]
[ 2013-12-03T12:21:36+08:00 ] / | SQL: SELECT `id`,`newtitle`,`count` FROM `news` ORDER BY count LIMIT 10   [ RunTime:0.255956s ]
[ 2013-12-03T12:21:36+08:00 ] / | INFO: Tag[ view_template ] --START--
[ 2013-12-03T12:21:36+08:00 ] / | INFO: Run LocationTemplate Behavior [ RunTime:0.001308s ]
[ 2013-12-03T12:21:36+08:00 ] / | INFO: Tag[ view_template ] --END-- [ RunTime:-0.298407s ]
[ 2013-12-03T12:21:36+08:00 ] / | INFO: Tag[ view_parse ] --START--
[ 2013-12-03T12:21:36+08:00 ] / | INFO: Run ParseTemplate Behavior [ RunTime:0.006901s ]
[ 2013-12-03T12:21:36+08:00 ] / | INFO: Tag[ view_parse ] --END-- [ RunTime:-0.270852s ]
[ 2013-12-03T12:21:36+08:00 ] / | INFO: Tag[ view_filter ] --START--
[ 2013-12-03T12:21:36+08:00 ] / | INFO: Run ContentReplace Behavior [ RunTime:0.000143s ]
[ 2013-12-03T12:21:36+08:00 ] / | INFO: Run TokenBuild Behavior [ RunTime:0.000068s ]
[ 2013-12-03T12:21:36+08:00 ] / | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000020s ]
[ 2013-12-03T12:21:36+08:00 ] / | INFO: Run ShowRuntime Behavior [ RunTime:0.000116s ]
[ 2013-12-03T12:21:36+08:00 ] / | INFO: Tag[ view_filter ] --END-- [ RunTime:-0.268408s ]
[ 2013-12-03T12:21:36+08:00 ] / | INFO: Tag[ view_template ] --START--
[ 2013-12-03T12:21:36+08:00 ] / | INFO: Run LocationTemplate Behavior [ RunTime:0.001179s ]
[ 2013-12-03T12:21:36+08:00 ] / | INFO: Tag[ view_template ] --END-- [ RunTime:-0.307443s ]
[ 2013-12-03T12:21:36+08:00 ] / | INFO: Tag[ view_parse ] --START--
[ 2013-12-03T12:21:36+08:00 ] / | INFO: Run ParseTemplate Behavior [ RunTime:0.004962s ]
[ 2013-12-03T12:21:36+08:00 ] / | INFO: Tag[ view_parse ] --END-- [ RunTime:-0.279734s ]
[ 2013-12-03T12:21:36+08:00 ] / | INFO: Tag[ view_filter ] --START--
[ 2013-12-03T12:21:36+08:00 ] / | INFO: Run ContentReplace Behavior [ RunTime:0.000081s ]
[ 2013-12-03T12:21:36+08:00 ] / | INFO: Run TokenBuild Behavior [ RunTime:0.000069s ]
[ 2013-12-03T12:21:36+08:00 ] / | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000021s ]
[ 2013-12-03T12:21:36+08:00 ] / | INFO: Run ShowRuntime Behavior [ RunTime:0.000113s ]
[ 2013-12-03T12:21:36+08:00 ] / | INFO: Tag[ view_filter ] --END-- [ RunTime:-0.275357s ]
[ 2013-12-03T12:21:36+08:00 ] / | SQL: SELECT `id`,`newtitle`,`fstcreate` FROM `news` ORDER BY id LIMIT 10   [ RunTime:0.000486s ]
[ 2013-12-03T12:21:36+08:00 ] / | SQL: SELECT `id`,`newtitle`,`fstcreate`,`count` FROM `news` ORDER BY count,id LIMIT 10   [ RunTime:0.006830s ]
[ 2013-12-03T12:21:36+08:00 ] / | SQL: SELECT news.id,count(comment.type) as counts,news.newtitle FROM `news` left join comment on comment.type=news.id WHERE comment.isdel=1 GROUP BY comment.type ORDER BY counts desc  [ RunTime:0.001363s ]
[ 2013-12-03T12:21:36+08:00 ] / | INFO: Tag[ view_template ] --START--
[ 2013-12-03T12:21:36+08:00 ] / | INFO: Run LocationTemplate Behavior [ RunTime:0.001629s ]
[ 2013-12-03T12:21:36+08:00 ] / | INFO: Tag[ view_template ] --END-- [ RunTime:-0.323971s ]
[ 2013-12-03T12:21:36+08:00 ] / | INFO: Tag[ view_parse ] --START--
[ 2013-12-03T12:21:36+08:00 ] / | INFO: Run ParseTemplate Behavior [ RunTime:0.012286s ]
[ 2013-12-03T12:21:36+08:00 ] / | INFO: Tag[ view_parse ] --END-- [ RunTime:-0.296763s ]
[ 2013-12-03T12:21:36+08:00 ] / | INFO: Tag[ view_filter ] --START--
[ 2013-12-03T12:21:36+08:00 ] / | INFO: Run ContentReplace Behavior [ RunTime:0.000127s ]
[ 2013-12-03T12:21:36+08:00 ] / | INFO: Run TokenBuild Behavior [ RunTime:0.000069s ]
[ 2013-12-03T12:21:36+08:00 ] / | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000021s ]
[ 2013-12-03T12:21:36+08:00 ] / | INFO: Run ShowRuntime Behavior [ RunTime:0.000117s ]
[ 2013-12-03T12:21:36+08:00 ] / | INFO: Tag[ view_filter ] --END-- [ RunTime:-0.299691s ]
[ 2013-12-03T12:21:36+08:00 ] / | SQL: SHOW COLUMNS FROM `newtype` [ RunTime:0.022918s ]
[ 2013-12-03T12:21:36+08:00 ] / | SQL: SELECT * FROM `newtype` WHERE isdel=0   [ RunTime:0.006411s ]
[ 2013-12-03T12:21:36+08:00 ] / | INFO: Tag[ view_template ] --START--
[ 2013-12-03T12:21:36+08:00 ] / | INFO: Run LocationTemplate Behavior [ RunTime:0.001336s ]
[ 2013-12-03T12:21:36+08:00 ] / | INFO: Tag[ view_template ] --END-- [ RunTime:-0.368645s ]
[ 2013-12-03T12:21:36+08:00 ] / | INFO: Tag[ view_parse ] --START--
[ 2013-12-03T12:21:36+08:00 ] / | INFO: Run ParseTemplate Behavior [ RunTime:0.006886s ]
[ 2013-12-03T12:21:36+08:00 ] / | INFO: Tag[ view_parse ] --END-- [ RunTime:-0.341134s ]
[ 2013-12-03T12:21:36+08:00 ] / | INFO: Tag[ view_filter ] --START--
[ 2013-12-03T12:21:36+08:00 ] / | INFO: Run ContentReplace Behavior [ RunTime:0.000090s ]
[ 2013-12-03T12:21:36+08:00 ] / | INFO: Run TokenBuild Behavior [ RunTime:0.000067s ]
[ 2013-12-03T12:21:36+08:00 ] / | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000021s ]
[ 2013-12-03T12:21:36+08:00 ] / | INFO: Run ShowRuntime Behavior [ RunTime:0.000119s ]
[ 2013-12-03T12:21:36+08:00 ] / | INFO: Tag[ view_filter ] --END-- [ RunTime:-0.338680s ]
[ 2013-12-03T12:21:36+08:00 ] / | SQL: SELECT COUNT(*) AS tp_count FROM `news` join newtype on newtype.id=news.newtype LIMIT 1   [ RunTime:0.005294s ]
[ 2013-12-03T12:21:36+08:00 ] / | SQL: SELECT news.id,news.newtitle,news.author,news.fstcreate,news.newcontent,`count`,`typename`,`entypename`,`newimg` FROM `news` join newtype on newtype.id=news.newtype ORDER BY id desc  LIMIT 0,32   [ RunTime:0.002494s ]
[ 2013-12-03T12:21:36+08:00 ] / | INFO: Tag[ view_template ] --START--
[ 2013-12-03T12:21:36+08:00 ] / | INFO: Run LocationTemplate Behavior [ RunTime:0.001339s ]
[ 2013-12-03T12:21:36+08:00 ] / | INFO: Tag[ view_template ] --END-- [ RunTime:-0.386541s ]
[ 2013-12-03T12:21:36+08:00 ] / | INFO: Tag[ view_parse ] --START--
[ 2013-12-03T12:21:36+08:00 ] / | INFO: Run ParseTemplate Behavior [ RunTime:0.012883s ]
[ 2013-12-03T12:21:36+08:00 ] / | INFO: Tag[ view_parse ] --END-- [ RunTime:-0.359030s ]
[ 2013-12-03T12:21:36+08:00 ] / | INFO: Tag[ view_filter ] --START--
[ 2013-12-03T12:21:36+08:00 ] / | INFO: Run ContentReplace Behavior [ RunTime:0.000270s ]
[ 2013-12-03T12:21:36+08:00 ] / | INFO: Run TokenBuild Behavior [ RunTime:0.000067s ]
[ 2013-12-03T12:21:36+08:00 ] / | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000021s ]
[ 2013-12-03T12:21:36+08:00 ] / | INFO: Run ShowRuntime Behavior [ RunTime:0.000147s ]
[ 2013-12-03T12:21:36+08:00 ] / | INFO: Tag[ view_filter ] --END-- [ RunTime:-0.362575s ]
[ 2013-12-03T12:21:36+08:00 ] / | INFO: Tag[ view_template ] --START--
[ 2013-12-03T12:21:36+08:00 ] / | INFO: Run LocationTemplate Behavior [ RunTime:0.001073s ]
[ 2013-12-03T12:21:36+08:00 ] / | INFO: Tag[ view_template ] --END-- [ RunTime:-0.401799s ]
[ 2013-12-03T12:21:36+08:00 ] / | INFO: Tag[ view_parse ] --START--
[ 2013-12-03T12:21:36+08:00 ] / | INFO: Run ParseTemplate Behavior [ RunTime:0.006945s ]
