[ 2013-11-06T13:33:04+08:00 ] / | INFO: Tag[ app_begin ] --START--
[ 2013-11-06T13:33:04+08:00 ] / | INFO: Run ReadHtmlCache Behavior [ RunTime:0.010334s ]
[ 2013-11-06T13:33:04+08:00 ] / | INFO: Tag[ app_begin ] --END-- [ RunTime:0.010685s ]
[ 2013-11-06T13:33:04+08:00 ] / | SQL: SHOW COLUMNS FROM `indexmenu` [ RunTime:0.008827s ]
[ 2013-11-06T13:33:04+08:00 ] / | SQL: SELECT * FROM `indexmenu` WHERE isdel=0 ORDER BY sort  [ RunTime:0.034609s ]
[ 2013-11-06T13:33:04+08:00 ] / | INFO: Tag[ view_template ] --START--
[ 2013-11-06T13:33:04+08:00 ] / | INFO: Run LocationTemplate Behavior [ RunTime:0.124162s ]
[ 2013-11-06T13:33:04+08:00 ] / | INFO: Tag[ view_template ] --END-- [ RunTime:0.124446s ]
[ 2013-11-06T13:33:04+08:00 ] / | INFO: Tag[ view_parse ] --START--
[ 2013-11-06T13:33:05+08:00 ] / | NOTIC: [8] Undefined index:  uname 04b74bac16018df793b2b10a9602b31e.php 第 16 行.
[ 2013-11-06T13:33:05+08:00 ] / | INFO: Run ParseTemplate Behavior [ RunTime:0.184026s ]
[ 2013-11-06T13:33:05+08:00 ] / | INFO: Tag[ view_parse ] --END-- [ RunTime:0.184275s ]
[ 2013-11-06T13:33:05+08:00 ] / | INFO: Tag[ view_filter ] --START--
[ 2013-11-06T13:33:05+08:00 ] / | INFO: Run ContentReplace Behavior [ RunTime:0.004154s ]
[ 2013-11-06T13:33:05+08:00 ] / | INFO: Run TokenBuild Behavior [ RunTime:0.006269s ]
[ 2013-11-06T13:33:05+08:00 ] / | INFO: Run WriteHtmlCache Behavior [ RunTime:0.003939s ]
[ 2013-11-06T13:33:05+08:00 ] / | INFO: Run ShowRuntime Behavior [ RunTime:0.004486s ]
[ 2013-11-06T13:33:05+08:00 ] / | INFO: Tag[ view_filter ] --END-- [ RunTime:0.019498s ]
[ 2013-11-06T13:33:05+08:00 ] / | SQL: SHOW COLUMNS FROM `news` [ RunTime:0.009222s ]
[ 2013-11-06T13:33:05+08:00 ] / | SQL: SELECT `id`,`newtitle`,`count` FROM `news` ORDER BY count LIMIT 10   [ RunTime:0.198606s ]
[ 2013-11-06T13:33:05+08:00 ] / | INFO: Tag[ view_template ] --START--
[ 2013-11-06T13:33:05+08:00 ] / | INFO: Run LocationTemplate Behavior [ RunTime:0.003269s ]
[ 2013-11-06T13:33:05+08:00 ] / | INFO: Tag[ view_template ] --END-- [ RunTime:-0.414075s ]
[ 2013-11-06T13:33:05+08:00 ] / | INFO: Tag[ view_parse ] --START--
[ 2013-11-06T13:33:05+08:00 ] / | INFO: Run ParseTemplate Behavior [ RunTime:0.037519s ]
[ 2013-11-06T13:33:05+08:00 ] / | INFO: Tag[ view_parse ] --END-- [ RunTime:-0.233325s ]
[ 2013-11-06T13:33:05+08:00 ] / | INFO: Tag[ view_filter ] --START--
[ 2013-11-06T13:33:05+08:00 ] / | INFO: Run ContentReplace Behavior [ RunTime:0.000311s ]
[ 2013-11-06T13:33:05+08:00 ] / | INFO: Run TokenBuild Behavior [ RunTime:0.000227s ]
[ 2013-11-06T13:33:05+08:00 ] / | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000069s ]
[ 2013-11-06T13:33:05+08:00 ] / | INFO: Run ShowRuntime Behavior [ RunTime:0.000409s ]
[ 2013-11-06T13:33:05+08:00 ] / | INFO: Tag[ view_filter ] --END-- [ RunTime:-0.251560s ]
[ 2013-11-06T13:33:05+08:00 ] / | INFO: Tag[ view_template ] --START--
[ 2013-11-06T13:33:05+08:00 ] / | INFO: Run LocationTemplate Behavior [ RunTime:0.005713s ]
[ 2013-11-06T13:33:05+08:00 ] / | INFO: Tag[ view_template ] --END-- [ RunTime:-0.457381s ]
[ 2013-11-06T13:33:05+08:00 ] / | INFO: Tag[ view_parse ] --START--
[ 2013-11-06T13:33:05+08:00 ] / | INFO: Run ParseTemplate Behavior [ RunTime:0.023017s ]
[ 2013-11-06T13:33:05+08:00 ] / | INFO: Tag[ view_parse ] --END-- [ RunTime:-0.279061s ]
[ 2013-11-06T13:33:05+08:00 ] / | INFO: Tag[ view_filter ] --START--
[ 2013-11-06T13:33:05+08:00 ] / | INFO: Run ContentReplace Behavior [ RunTime:0.000259s ]
[ 2013-11-06T13:33:05+08:00 ] / | INFO: Run TokenBuild Behavior [ RunTime:0.000225s ]
[ 2013-11-06T13:33:05+08:00 ] / | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000068s ]
[ 2013-11-06T13:33:05+08:00 ] / | INFO: Run ShowRuntime Behavior [ RunTime:0.000395s ]
[ 2013-11-06T13:33:05+08:00 ] / | INFO: Tag[ view_filter ] --END-- [ RunTime:-0.282825s ]
[ 2013-11-06T13:33:05+08:00 ] / | SQL: SELECT `id`,`newtitle`,`fstcreate` FROM `news` ORDER BY id LIMIT 10   [ RunTime:0.016571s ]
[ 2013-11-06T13:33:05+08:00 ] / | SQL: SELECT `id`,`newtitle`,`fstcreate`,`count` FROM `news` ORDER BY count,id LIMIT 10   [ RunTime:0.019641s ]
[ 2013-11-06T13:33:05+08:00 ] / | SQL: SELECT news.id,count(comment.type) as counts,news.newtitle FROM `news` left join comment on comment.type=news.id WHERE comment.isdel=1 GROUP BY comment.type ORDER BY counts desc  [ RunTime:0.010293s ]
[ 2013-11-06T13:33:05+08:00 ] / | INFO: Tag[ view_template ] --START--
[ 2013-11-06T13:33:05+08:00 ] / | INFO: Run LocationTemplate Behavior [ RunTime:0.003842s ]
[ 2013-11-06T13:33:05+08:00 ] / | INFO: Tag[ view_template ] --END-- [ RunTime:-0.537964s ]
[ 2013-11-06T13:33:05+08:00 ] / | INFO: Tag[ view_parse ] --START--
[ 2013-11-06T13:33:05+08:00 ] / | INFO: Run ParseTemplate Behavior [ RunTime:0.039994s ]
[ 2013-11-06T13:33:05+08:00 ] / | INFO: Tag[ view_parse ] --END-- [ RunTime:-0.357827s ]
[ 2013-11-06T13:33:05+08:00 ] / | INFO: Tag[ view_filter ] --START--
[ 2013-11-06T13:33:05+08:00 ] / | INFO: Run ContentReplace Behavior [ RunTime:0.000396s ]
[ 2013-11-06T13:33:05+08:00 ] / | INFO: Run TokenBuild Behavior [ RunTime:0.000236s ]
[ 2013-11-06T13:33:05+08:00 ] / | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000070s ]
[ 2013-11-06T13:33:05+08:00 ] / | INFO: Run ShowRuntime Behavior [ RunTime:0.000404s ]
[ 2013-11-06T13:33:05+08:00 ] / | INFO: Tag[ view_filter ] --END-- [ RunTime:-0.378529s ]
[ 2013-11-06T13:33:05+08:00 ] / | SQL: SHOW COLUMNS FROM `newtype` [ RunTime:0.008046s ]
[ 2013-11-06T13:33:05+08:00 ] / | SQL: SELECT * FROM `newtype` WHERE isdel=0   [ RunTime:0.002909s ]
[ 2013-11-06T13:33:05+08:00 ] / | INFO: Tag[ view_template ] --START--
[ 2013-11-06T13:33:05+08:00 ] / | INFO: Run LocationTemplate Behavior [ RunTime:0.002715s ]
[ 2013-11-06T13:33:05+08:00 ] / | INFO: Tag[ view_template ] --END-- [ RunTime:-0.597301s ]
[ 2013-11-06T13:33:05+08:00 ] / | INFO: Tag[ view_parse ] --START--
[ 2013-11-06T13:33:05+08:00 ] / | INFO: Run ParseTemplate Behavior [ RunTime:0.012736s ]
[ 2013-11-06T13:33:05+08:00 ] / | INFO: Tag[ view_parse ] --END-- [ RunTime:-0.415929s ]
[ 2013-11-06T13:33:05+08:00 ] / | INFO: Tag[ view_filter ] --START--
[ 2013-11-06T13:33:05+08:00 ] / | INFO: Run ContentReplace Behavior [ RunTime:0.000254s ]
[ 2013-11-06T13:33:05+08:00 ] / | INFO: Run TokenBuild Behavior [ RunTime:0.000236s ]
[ 2013-11-06T13:33:05+08:00 ] / | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000065s ]
[ 2013-11-06T13:33:05+08:00 ] / | INFO: Run ShowRuntime Behavior [ RunTime:0.000388s ]
[ 2013-11-06T13:33:05+08:00 ] / | INFO: Tag[ view_filter ] --END-- [ RunTime:-0.409382s ]
[ 2013-11-06T13:33:05+08:00 ] / | SQL: SELECT COUNT(*) AS tp_count FROM `news` join newtype on newtype.id=news.newtype LIMIT 1   [ RunTime:0.025963s ]
[ 2013-11-06T13:33:05+08:00 ] / | SQL: SELECT news.id,news.newtitle,news.author,news.fstcreate,news.newcontent,`count`,`typename`,`entypename`,`newimg` FROM `news` join newtype on newtype.id=news.newtype ORDER BY id desc  LIMIT 0,32   [ RunTime:0.005187s ]
[ 2013-11-06T13:33:05+08:00 ] / | INFO: Tag[ view_template ] --START--
[ 2013-11-06T13:33:05+08:00 ] / | INFO: Run LocationTemplate Behavior [ RunTime:0.014552s ]
